ENGINE Session_Tick 2012 
ENGINE Processor_Tick 47 
ENGINE Run_Update 0 
ENGINE Exit_Flag 0 
IO Afferent_Count 1 
IO Efferent_Count 3 
AFFERENT A0_Value 0 
AFFERENT A0_Goal 0 
AFFERENT A0_Dev 0 
EFFERENT E0_Value 0 
EFFERENT E1_Value 0 
EFFERENT E2_Value 0 
NT4 Chrono_Depth 10 
NT4 Raw_Depth 6 
NT4 Node_Count 46 
NT4 Bored 1 
FLAGS Control_Panel_Flag 0 
FLAGS Update_Flag 0 
