0 23.000000
1 24.000000
2 25.000000
3 26.000000
4 27.000000
5 28.000000
6 29.000000
7 30.000000
8 31.000000
9 32.000000
10 33.000000
11 34.000000
12 33.000000
13 33.000000
14 32.000000
15 31.000000
16 30.000000
17 29.000000
18 28.000000
19 27.000000
20 26.000000
21 25.000000
22 24.000000
23 23.000000
24 22.000000
25 21.000000
0 22.000000
1 22.000000
2 23.000000
3 22.000000
4 23.000000
5 22.000000
6 21.000000
0 22.000000
1 23.000000
